Major Category,Major,Year,Degree,Completions
Education,French Language Teacher Education,2014,Bachelors Degree,2
Education,German Language Teacher Education,2014,Bachelors Degree,0
Education,History Teacher Education,2014,Bachelors Degree,12
Education,Physics Teacher Education,2014,Bachelors Degree,2
Education,Spanish Language Teacher Education,2014,Bachelors Degree,34
Education,Earth Science Teacher Education,2014,Bachelors Degree,4
Education,Teaching English as a Second or Foreign Language Instructor,2014,Bachelors Degree,22
Education,Other Education,2014,Bachelors Degree,0
Engineering,General Engineering,2014,Bachelors Degree,29
Engineering,Bioengineering & Biomedical Engineering,2014,Bachelors Degree,64
Engineering,Chemical Engineering,2014,Bachelors Degree,178
Engineering,General Civil Engineering,2014,Bachelors Degree,236
Engineering,General Computer Engineering,2014,Bachelors Degree,80
Engineering,Electrical & Electronics Engineering,2014,Bachelors Degree,210
Engineering,Engineering Mechanics,2014,Bachelors Degree,1
Engineering,Engineering Physics & Applied Physics,2014,Bachelors Degree,21
Engineering,Environmental Health Engineering,2014,Bachelors Degree,34
Engineering,Mechanical Engineering,2014,Bachelors Degree,305
Engineering,Metallurgical Engineering,2014,Bachelors Degree,0
Engineering,Mining & Mineral Engineering,2014,Bachelors Degree,0
Engineering,Naval Architecture & Marine Engineering,2014,Bachelors Degree,73
Engineering,Construction Engineering,2014,Bachelors Degree,8
Engineering,Industrial Engineering,2014,Bachelors Degree,24
Engineering,Operations Research,2014,Bachelors Degree,125
Engineering,Other Engineering,2014,Bachelors Degree,0
Engineering Technologies,"Electrical, Electronic, & Communications Engineering Technology",2014,Bachelors Degree,17
Engineering Technologies,Telecommunications Technology,2014,Bachelors Degree,48
Engineering Technologies,Other Electrical Engineering Technology,2014,Bachelors Degree,21
Engineering Technologies,Biomedical Technology,2014,Bachelors Degree,8
Engineering Technologies,Mechanical Engineering Technology,2014,Bachelors Degree,26
Engineering Technologies,Computer Engineering Technology,2014,Bachelors Degree,76
Language & Linguistics,General Foreign Languages & Literatures,2014,Bachelors Degree,19
Language & Linguistics,Linguistics,2014,Bachelors Degree,59
Language & Linguistics,Comparative Literature,2014,Bachelors Degree,46
Language & Linguistics,Chinese Language & Literature,2014,Bachelors Degree,24
Language & Linguistics,"General Slavic Languages, Literatures, & Linguistics",2014,Bachelors Degree,17
Language & Linguistics,Russian Language & Literature,2014,Bachelors Degree,11
Language & Linguistics,"General Germanic Languages, Literatures, & Linguistics",2014,Bachelors Degree,2
Language & Linguistics,German Language & Literature,2014,Bachelors Degree,18
Language & Linguistics,"Other Germanic Languages, Literatures, & Linguistics",2014,Bachelors Degree,0
Language & Linguistics,"General Romance Languages, Literatures, & Linguistics",2014,Bachelors Degree,30
Language & Linguistics,French Language & Literature,2014,Bachelors Degree,85
Language & Linguistics,Italian Language & Literature,2014,Bachelors Degree,42
Language & Linguistics,Portuguese Language & Literature,2014,Bachelors Degree,0
Language & Linguistics,Spanish Language & Literature,2014,Bachelors Degree,207
Language & Linguistics,Hebrew Language & Literature,2014,Bachelors Degree,46
Language & Linguistics,"Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics",2014,Bachelors Degree,23
Language & Linguistics,"General Classical Language, Literature, & Linguistics",2014,Bachelors Degree,36
Language & Linguistics,Ancient/Classical Greek Language & Literature,2014,Bachelors Degree,3
Language & Linguistics,Latin Language & Literature,2014,Bachelors Degree,1
Language & Linguistics,"Other Foreign Languages, Literatures, & Linguistics",2014,Bachelors Degree,0
Human Sciences,General Family & Consumer Sciences,2014,Bachelors Degree,48
Human Sciences,"General Food, Nutrition, & Wellness Studies",2014,Bachelors Degree,86
Human Sciences,Facilities Planning & Management,2014,Bachelors Degree,28
Human Sciences,General Human Development & Family Studies,2014,Bachelors Degree,20
Human Sciences,Apparel & Textile Manufacture,2014,Bachelors Degree,49
Legal,General Legal Studies,2014,Bachelors Degree,195
Legal,Pre-Law Studies,2014,Bachelors Degree,10
Legal,Paralegal,2014,Bachelors Degree,44
Legal,Other Legal Professions & Studies,2014,Bachelors Degree,13
English,General English Language & Literature,2014,Bachelors Degree,1439
English,Creative Writing,2014,Bachelors Degree,100
English,"Professional, Technical, Business, & Scientific Writing",2014,Bachelors Degree,15
English,Rhetoric & Composition,2014,Bachelors Degree,102
English,General Literature,2014,Bachelors Degree,81
English,British & Commonwealth English Literature,2014,Bachelors Degree,141
Liberal Arts & Humanities,Liberal Arts & Sciences,2014,Bachelors Degree,1157
Liberal Arts & Humanities,General Studies,2014,Bachelors Degree,25
Liberal Arts & Humanities,Humanistic Studies,2014,Bachelors Degree,156
Liberal Arts & Humanities,"Other Liberal Arts & Sciences, General Studies, & Humanities",2014,Bachelors Degree,38
Biology,General Biological Sciences,2014,Bachelors Degree,1334
Biology,General Biomedical Sciences,2014,Bachelors Degree,53
Biology,Biochemistry,2014,Bachelors Degree,103
Biology,Biophysics,2014,Bachelors Degree,2
Biology,Molecular Biology,2014,Bachelors Degree,4
Biology,Biochemistry & Molecular Biology,2014,Bachelors Degree,18
Biology,General Microbiology,2014,Bachelors Degree,7
Biology,Pharmacology,2014,Bachelors Degree,7
Biology,Toxicology,2014,Bachelors Degree,9
Biology,Biotechnology,2014,Bachelors Degree,4
Biology,Ecology,2014,Bachelors Degree,49
Biology,Environmental Biology,2014,Bachelors Degree,4
Biology,Neuroscience,2014,Bachelors Degree,122
Biology,Other Biological & Biomedical Sciences,2014,Bachelors Degree,0
Math & Statistics,General Mathematics,2014,Bachelors Degree,509
Math & Statistics,Other Mathematics,2014,Bachelors Degree,1
Math & Statistics,General Applied Mathematics,2014,Bachelors Degree,68
Math & Statistics,Computational & Applied Mathematics,2014,Bachelors Degree,5
Math & Statistics,Financial Mathematics,2014,Bachelors Degree,2
Math & Statistics,Other Applied Mathematics,2014,Bachelors Degree,0
Math & Statistics,General Statistics,2014,Bachelors Degree,36
Math & Statistics,Other Mathematics & Statistics,2014,Bachelors Degree,38
Interdisciplinary Studies,General Interdisciplinary Studies,2014,Bachelors Degree,328
Interdisciplinary Studies,Biological & Physical Sciences,2014,Bachelors Degree,47
Interdisciplinary Studies,Peace Studies & Conflict Resolution,2014,Bachelors Degree,2
Interdisciplinary Studies,Mathematics & Computer Science,2014,Bachelors Degree,5
Interdisciplinary Studies,Biopsychology,2014,Bachelors Degree,18
Interdisciplinary Studies,Gerontology,2014,Bachelors Degree,6
Interdisciplinary Studies,Other Historic Preservation & Conservation,2014,Bachelors Degree,0
Interdisciplinary Studies,Medieval & Renaissance Studies,2014,Bachelors Degree,1
Interdisciplinary Studies,Natural Sciences,2014,Bachelors Degree,1
Interdisciplinary Studies,Nutrition Sciences,2014,Bachelors Degree,1
Interdisciplinary Studies,International & Global Studies,2014,Bachelors Degree,37
Interdisciplinary Studies,Ancient Civilization Studies,2014,Bachelors Degree,4
Interdisciplinary Studies,"Cultural Studies, Critical Theory, & Analysis",2014,Bachelors Degree,9
Interdisciplinary Studies,Sustainability Studies,2014,Bachelors Degree,52
Interdisciplinary Studies,Other Multidisciplinary Studies,2014,Bachelors Degree,112
"Parks, Recreation, & Leisure","Parks, Recreation, & Leisure Studies",2014,Bachelors Degree,7
"Parks, Recreation, & Leisure","General Parks, Recreation, & Leisure Facilities Management",2014,Bachelors Degree,39
"Parks, Recreation, & Leisure",General Health & Physical Education,2014,Bachelors Degree,18
"Parks, Recreation, & Leisure",Sport & Fitness Management,2014,Bachelors Degree,119
"Parks, Recreation, & Leisure",Kinesiology & Exercise Science,2014,Bachelors Degree,122
Philosophy and Religious Studies,General Philosophy & Religious Studies,2014,Bachelors Degree,12
Philosophy and Religious Studies,Philosophy,2014,Bachelors Degree,291
Philosophy and Religious Studies,Other Philosophy,2014,Bachelors Degree,4
Philosophy and Religious Studies,Religious Studies,2014,Bachelors Degree,105
Philosophy and Religious Studies,Judaic Studies,2014,Bachelors Degree,56
Philosophy and Religious Studies,Other Philosophy & Religious Studies,2014,Bachelors Degree,23
Theology,Religious Education,2014,Bachelors Degree,26
Theology,Religious & Sacred Music,2014,Bachelors Degree,0
Theology,Theological Studies,2014,Bachelors Degree,85
Theology,Talmudic Studies,2014,Bachelors Degree,684
Physical Sciences,Physical Sciences,2014,Bachelors Degree,76
Physical Sciences,Astronomy,2014,Bachelors Degree,4
Physical Sciences,Astrophysics,2014,Bachelors Degree,3
Physical Sciences,General Atmospheric Sciences & Meteorology,2014,Bachelors Degree,15
Physical Sciences,General Chemistry,2014,Bachelors Degree,322
Physical Sciences,Chemical Physics,2014,Bachelors Degree,0
Physical Sciences,Other Chemistry,2014,Bachelors Degree,0
Physical Sciences,General Geology & Earch Science,2014,Bachelors Degree,71
Physical Sciences,General Physics,2014,Bachelors Degree,122
Physical Sciences,Materials Science,2014,Bachelors Degree,5
Physical Sciences,Other Physical Sciences,2014,Bachelors Degree,90
Science Technologies,Other Science Technologies,2014,Bachelors Degree,0
Psychology,General Psychology,2014,Bachelors Degree,4207
Psychology,Personality Psychology,2014,Bachelors Degree,2
Psychology,Physiological Psychology & Psychobiology,2014,Bachelors Degree,3
Psychology,Other Research & Experimental Psychology,2014,Bachelors Degree,133
Psychology,Industrial & Organizational Psychology,2014,Bachelors Degree,27
Psychology,Forensic Psychology,2014,Bachelors Degree,440
Psychology,Applied Psychology,2014,Bachelors Degree,146
Protective Services,Corrections,2014,Bachelors Degree,7
Protective Services,General Law ,2014,Bachelors Degree,1865
Protective Services,Criminal Justice - Safety Studies,2014,Bachelors Degree,38
Protective Services,Forensic Science & Technology,2014,Bachelors Degree,62
Protective Services,Securities Services Management,2014,Bachelors Degree,65
Protective Services,Other Corrections & Criminal Justice,2014,Bachelors Degree,124
Protective Services,Fire Services Administration,2014,Bachelors Degree,20
Protective Services,Fire Science & Fire-Fighting,2014,Bachelors Degree,5
Public Administration and Social Service,General Human Services,2014,Bachelors Degree,237
Public Administration and Social Service,Community Organization & Advocacy,2014,Bachelors Degree,85
Public Administration and Social Service,Public Administration,2014,Bachelors Degree,119
Public Administration and Social Service,General Public Policy Analysis,2014,Bachelors Degree,0
Public Administration and Social Service,Social Work,2014,Bachelors Degree,343
Public Administration and Social Service,Other Public Administration & Social Service Professions,2014,Bachelors Degree,4
Social Sciences,General Social Sciences,2014,Bachelors Degree,180
Social Sciences,Anthropology,2014,Bachelors Degree,372
Social Sciences,Archeology,2014,Bachelors Degree,11
Social Sciences,Criminology,2014,Bachelors Degree,167
Social Sciences,General Economics,2014,Bachelors Degree,1831
Social Sciences,Econometrics & Quantitative Economics,2014,Bachelors Degree,7
Social Sciences,Developmental Economics & International Development,2014,Bachelors Degree,0
Social Sciences,Other Economics,2014,Bachelors Degree,10
Social Sciences,Geography,2014,Bachelors Degree,31
Social Sciences,International Relations & Affairs,2014,Bachelors Degree,190
Social Sciences,Political Science,2014,Bachelors Degree,1401
Social Sciences,Sociology,2014,Bachelors Degree,1164
Social Sciences,Urban Studies,2014,Bachelors Degree,184
Social Sciences,Sociology & Anthropology,2014,Bachelors Degree,103
Social Sciences,Other Social Sciences,2014,Bachelors Degree,101
Mechanical Technologies,Airframe Mechanics & Aircraft Maintenance Technology,2014,Bachelors Degree,5
Transportation,Airway Management & Operations,2014,Bachelors Degree,98
Visual & Performing Arts,General Visual & Performing Arts,2014,Bachelors Degree,0
Visual & Performing Arts,Digital Arts,2014,Bachelors Degree,20
Visual & Performing Arts,General Dance,2014,Bachelors Degree,134
Visual & Performing Arts,Ballet,2014,Bachelors Degree,14
Visual & Performing Arts,Other Dance,2014,Bachelors Degree,6
Visual & Performing Arts,General Design & Visual Communications,2014,Bachelors Degree,350
Visual & Performing Arts,Commercial & Advertising Art,2014,Bachelors Degree,73
Visual & Performing Arts,Industrial & Product Design,2014,Bachelors Degree,149
Visual & Performing Arts,Commercial Photography,2014,Bachelors Degree,36
Visual & Performing Arts,Fashion & Apparel Design,2014,Bachelors Degree,559
Visual & Performing Arts,Interior Design,2014,Bachelors Degree,201
Visual & Performing Arts,Graphic Design,2014,Bachelors Degree,451
Visual & Performing Arts,Illustration,2014,Bachelors Degree,251
Visual & Performing Arts,Other Design & Applied Arts,2014,Bachelors Degree,23
Visual & Performing Arts,General Drama & Theater Arts,2014,Bachelors Degree,631
Visual & Performing Arts,Technical Theatre Design & Technology,2014,Bachelors Degree,19
Visual & Performing Arts,Playwriting & Screenwriting,2014,Bachelors Degree,63
Visual & Performing Arts,"Theatre Literature, History, & Criticism",2014,Bachelors Degree,1
Visual & Performing Arts,Acting,2014,Bachelors Degree,108
Visual & Performing Arts,Directing & Theatrical Production,2014,Bachelors Degree,3
Visual & Performing Arts,Musical Theatre,2014,Bachelors Degree,35
Visual & Performing Arts,Costume Design,2014,Bachelors Degree,1
Visual & Performing Arts,Other Dramatic Arts & Stagecraft,2014,Bachelors Degree,161
Visual & Performing Arts,"Film, Cinema, & Video Studies",2014,Bachelors Degree,97
Visual & Performing Arts,Cinematography & Film Production,2014,Bachelors Degree,500
Visual & Performing Arts,Photography,2014,Bachelors Degree,237
Visual & Performing Arts,Other Film & Photographic Arts,2014,Bachelors Degree,98
Visual & Performing Arts,General Art Studies,2014,Bachelors Degree,33
Visual & Performing Arts,General Fine Studio Arts,2014,Bachelors Degree,686
Visual & Performing Arts,"Art History, Criticism, & Conservation",2014,Bachelors Degree,264
Visual & Performing Arts,Sculpture,2014,Bachelors Degree,14
Visual & Performing Arts,Other Fine Arts & Art Studies,2014,Bachelors Degree,46
Visual & Performing Arts,General Music,2014,Bachelors Degree,137
Visual & Performing Arts,"Music History, Literature, & Theory",2014,Bachelors Degree,8
Visual & Performing Arts,General Music Performance,2014,Bachelors Degree,248
Visual & Performing Arts,Music Theory & Composition,2014,Bachelors Degree,25
Visual & Performing Arts,Keyboard Instruments,2014,Bachelors Degree,26
Visual & Performing Arts,Voice & Opera,2014,Bachelors Degree,17
Visual & Performing Arts,Jazz & Jazz Studies,2014,Bachelors Degree,77
Visual & Performing Arts,Stringed Instruments,2014,Bachelors Degree,41
Visual & Performing Arts,Music Technology,2014,Bachelors Degree,24
Visual & Performing Arts,Brass Instruments,2014,Bachelors Degree,4
Visual & Performing Arts,Woodwind Instruments,2014,Bachelors Degree,5
Visual & Performing Arts,Percussion Instruments,2014,Bachelors Degree,4
Visual & Performing Arts,Fine & Studio Arts Management,2014,Bachelors Degree,250
Visual & Performing Arts,Theatre Arts Management,2014,Bachelors Degree,45
Visual & Performing Arts,Other Visual & Performing Arts,2014,Bachelors Degree,103
Health,General Health Services,2014,Bachelors Degree,265
Health,General Health & Wellness,2014,Bachelors Degree,0
Health,General Communication Sciences & Disorders,2014,Bachelors Degree,96
Health,Audiology,2014,Bachelors Degree,0
Health,Audiology & Speech-Language Pathology,2014,Bachelors Degree,297
Health,Dental Hygiene,2014,Bachelors Degree,11
Health,Health Care Administration & Management,2014,Bachelors Degree,112
Health,Hospital & Health Care Facilities Management,2014,Bachelors Degree,208
Health,Health Information & Medical Records Administration,2014,Bachelors Degree,41
Health,Health Information & Medical Records Technology,2014,Bachelors Degree,5
Health,Other Allied Health & Medical Assisting Services,2014,Bachelors Degree,9
Health,Nuclear Medical Technologist,2014,Bachelors Degree,6
Health,Radiation Therapist,2014,Bachelors Degree,66
Health,Respiratory Care Therapist,2014,Bachelors Degree,20
Health,Diagnostic Medical Sonography & Ultrasound Technician,2014,Bachelors Degree,2
Health,Radiographer,2014,Bachelors Degree,19
Health,Physician Assistant,2014,Bachelors Degree,168
Health,Athletic Trainer,2014,Bachelors Degree,0
Health,Clinical Laboratory Technologist,2014,Bachelors Degree,134
Health,Pre-Occupational Therapy Studies,2014,Bachelors Degree,0
Health,Pre-Optometry Studies,2014,Bachelors Degree,0
Health,Pre-Physical Therapy Studies,2014,Bachelors Degree,0
Health,General Public Health,2014,Bachelors Degree,125
Health,Environmental Health,2014,Bachelors Degree,7
Health,Public Health Education & Promotion,2014,Bachelors Degree,114
Health,Community Health & Preventative Medicine,2014,Bachelors Degree,0
Health,Health Services Administration,2014,Bachelors Degree,133
Health,Occupational Therapy,2014,Bachelors Degree,0
Health,Physical Therapy,2014,Bachelors Degree,0
Health,Therapeutic Recreation Therapy,2014,Bachelors Degree,16
Health,Dietetics,2014,Bachelors Degree,96
Health,Asian Bodywork Therapy,2014,Bachelors Degree,0
Health,Movement Therapy & Movement Education,2014,Bachelors Degree,30
Health,Registered Nursing,2014,Bachelors Degree,2180
Health,Nursing Administration,2014,Bachelors Degree,0
Health,Adult Health Nurse,2014,Bachelors Degree,0
Health,Nurse Education,2014,Bachelors Degree,25
Health,Nursing Practice,2014,Bachelors Degree,0
Health,"Other Registered Nursing, Nursing Administration, Nursing Research, & Clinical Nursing",2014,Bachelors Degree,0
Health,"Other Practical Nursing, Vocational Nursing, & Nursing Assistants",2014,Bachelors Degree,67
Health,Other Health Professions & Related Clinical Sciences,2014,Bachelors Degree,254
Business,General Business,2014,Bachelors Degree,467
Business,General Business Admin & Mgt,2014,Bachelors Degree,2702
Business,"Non-Profit, Public, & Organizational Management",2014,Bachelors Degree,5
Business,Transportation Management,2014,Bachelors Degree,104
Business,Organizational Leadership,2014,Bachelors Degree,11
Business,"Other Business Administration, Management, & Operations",2014,Bachelors Degree,83
Business,Accounting,2014,Bachelors Degree,2658
Business,Accounting & Finance,2014,Bachelors Degree,30
Business,Business & Corporate Communications,2014,Bachelors Degree,246
Business,Business & Managerial Economics,2014,Bachelors Degree,216
Business,Entrepreneurial Studies,2014,Bachelors Degree,120
Business,Other Small Business & Entrepreneurial Operations,2014,Bachelors Degree,10
Business,General Finance,2014,Bachelors Degree,1669
Business,Financial Planning & Services,2014,Bachelors Degree,16
Business,Investments & Securities,2014,Bachelors Degree,1
Business,General Hospitality Management,2014,Bachelors Degree,283
Business,Hotel Administration & Management,2014,Bachelors Degree,65
Business,General Human Resources Management & Personnel Administration,2014,Bachelors Degree,19
Business,Labor & Industrial Relations,2014,Bachelors Degree,53
Business,Labor Studies,2014,Bachelors Degree,7
Business,"International Business, Trade, & Commerce",2014,Bachelors Degree,229
Business,General Management Information Systems,2014,Bachelors Degree,38
Business,Other Management Information Systems & Services,2014,Bachelors Degree,3
Business,Business Statistics,2014,Bachelors Degree,15
Business,Actuarial Science,2014,Bachelors Degree,77
Business,Other Management Sciences & Quantitative Methods,2014,Bachelors Degree,3
Business,General Marketing & Marketing Management,2014,Bachelors Degree,300
Business,Marketing Research,2014,Bachelors Degree,19
Business,International Marketing,2014,Bachelors Degree,137
Business,Other Marketing,2014,Bachelors Degree,1
Business,Real Estate,2014,Bachelors Degree,57
Business,Insurance,2014,Bachelors Degree,27
Business,"General Sales, Distribution, & Marketing Operations",2014,Bachelors Degree,563
Business,Fashion Merchandising,2014,Bachelors Degree,701
Business,Special Products Marketing Operations,2014,Bachelors Degree,22
Business,"Other Specialized Merchandising, Sales, & Marketing Operations",2014,Bachelors Degree,19
Business,Construction Management,2014,Bachelors Degree,17
Business,"Other Business, Management, Marketing, & Related Support Services",2014,Bachelors Degree,180
History,General History,2014,Bachelors Degree,825
History,History & Philosophy of Science & Technology,2014,Bachelors Degree,2
Communication Technologies,Communications Technology,2013,Bachelors Degree,9
Communication Technologies,Photographic & Video Technology,2013,Bachelors Degree,45
Communication Technologies,Radio & Television Broadcasting Technology,2013,Bachelors Degree,5
Communication Technologies,Prepress Publising & Digital Imaging Design,2013,Bachelors Degree,3
Communication Technologies,"Animation, Interactive Technology, Video Graphics, & Special Effects",2013,Bachelors Degree,69
Computer and Information Sciences and Support Services,General Computer & Information Sciences,2013,Bachelors Degree,232
Computer and Information Sciences and Support Services,Other Computer & Information Sciences,2013,Bachelors Degree,0
Computer and Information Sciences and Support Services,Information Science,2013,Bachelors Degree,410
Computer and Information Sciences and Support Services,Computer Systems Analysis,2013,Bachelors Degree,31
Computer and Information Sciences and Support Services,Computer Science,2013,Bachelors Degree,287
Computer and Information Sciences and Support Services,"Web Page, Digital, & Information Resource Design",2013,Bachelors Degree,8
Computer and Information Sciences and Support Services,Computer Graphics,2013,Bachelors Degree,58
Computer and Information Sciences and Support Services,Other Computer Software & Media Applications,2013,Bachelors Degree,1
Computer and Information Sciences and Support Services,Computer Systems Networking & Telecommunications,2013,Bachelors Degree,27
Computer and Information Sciences and Support Services,Computer & Information Systems Security,2013,Bachelors Degree,21
Computer and Information Sciences and Support Services,Information Technology Project Management,2013,Bachelors Degree,22
Computer and Information Sciences and Support Services,Other Computer & Information Technology Services Management,2013,Bachelors Degree,107
Computer and Information Sciences and Support Services,Other Computer & Information Support Services,2013,Bachelors Degree,31
Personal & Culinary Services,General Funeral Service & Mortuary Science,2013,Bachelors Degree,2
Education,General Education,2013,Bachelors Degree,4
Education,Bilingual & Multilingual Education,2013,Bachelors Degree,16
Education,Social & Philosophical Foundations of Education,2013,Bachelors Degree,5
Education,General Special Education & Teaching,2013,Bachelors Degree,355
Education,Education of Individuals with Speech or Language Impairments,2013,Bachelors Degree,0
Education,Education of Individuals in Early Childhood Special Education Programs,2013,Bachelors Degree,18
Education,Education of Individuals in Elementary Special Education Programs,2013,Bachelors Degree,19
Education,Elementary Education & Teaching,2013,Bachelors Degree,681
Education,Secondary Education & Teaching,2013,Bachelors Degree,20
Education,Kindergarten & Preschool Education,2013,Bachelors Degree,0
Education,Early Childhood Education & Teaching,2013,Bachelors Degree,168
Education,Art Teacher Education,2013,Bachelors Degree,25
Education,English & Language Arts Teacher Education,2013,Bachelors Degree,145
Education,Foreign Language Teacher Education,2013,Bachelors Degree,7
Education,Health Teacher Education,2013,Bachelors Degree,7
Education,Family & Consumer Sciences Teacher Education,2013,Bachelors Degree,8
Education,Technology & Industrial Arts Teacher Education,2013,Bachelors Degree,21
Education,Mathematics Teacher Education,2013,Bachelors Degree,145
Education,Music Teacher Education,2013,Bachelors Degree,25
Education,Physical Education Teaching & Coaching,2013,Bachelors Degree,126
Education,General Science Teacher Education,2013,Bachelors Degree,3
Education,Social Studies Teacher Education,2013,Bachelors Degree,122
Education,Biology Teacher Education,2013,Bachelors Degree,16
Education,Chemistry Teacher Education,2013,Bachelors Degree,3
Education,Drama & Dance Teacher Education,2013,Bachelors Degree,1
Education,French Language Teacher Education,2013,Bachelors Degree,0
Education,German Language Teacher Education,2013,Bachelors Degree,1
Education,History Teacher Education,2013,Bachelors Degree,10
Education,Physics Teacher Education,2013,Bachelors Degree,1
Education,Spanish Language Teacher Education,2013,Bachelors Degree,31
Education,Earth Science Teacher Education,2013,Bachelors Degree,6
Education,Other Teacher Education & Professional Development,2013,Bachelors Degree,0
Education,Teaching English as a Second or Foreign Language Instructor,2013,Bachelors Degree,27
Education,Other Education,2013,Bachelors Degree,0
Engineering,General Engineering,2013,Bachelors Degree,26
Engineering,Pre-Engineering,2013,Bachelors Degree,4
Engineering,Bioengineering & Biomedical Engineering,2013,Bachelors Degree,74
Engineering,Chemical Engineering,2013,Bachelors Degree,111
Engineering,General Civil Engineering,2013,Bachelors Degree,186
Engineering,General Computer Engineering,2013,Bachelors Degree,51
Engineering,Electrical & Electronics Engineering,2013,Bachelors Degree,178
Engineering,Engineering Mechanics,2013,Bachelors Degree,1
Engineering,Engineering Physics & Applied Physics,2013,Bachelors Degree,21
Engineering,Environmental Health Engineering,2013,Bachelors Degree,32
Engineering,Mechanical Engineering,2013,Bachelors Degree,211
Engineering,Metallurgical Engineering,2013,Bachelors Degree,0
Engineering,Mining & Mineral Engineering,2013,Bachelors Degree,0
Engineering,Naval Architecture & Marine Engineering,2013,Bachelors Degree,67
Engineering,Industrial Engineering,2013,Bachelors Degree,26
Engineering,Operations Research,2013,Bachelors Degree,124
Engineering,Other Engineering,2013,Bachelors Degree,0
Engineering Technologies,"Electrical, Electronic, & Communications Engineering Technology",2013,Bachelors Degree,7
Engineering Technologies,Telecommunications Technology,2013,Bachelors Degree,62
Engineering Technologies,Other Electrical Engineering Technology,2013,Bachelors Degree,20
Engineering Technologies,Biomedical Technology,2013,Bachelors Degree,9
Engineering Technologies,Mechanical Engineering Technology,2013,Bachelors Degree,36
Engineering Technologies,Computer Engineering Technology,2013,Bachelors Degree,68
Language & Linguistics,General Foreign Languages & Literatures,2013,Bachelors Degree,33
Language & Linguistics,Linguistics,2013,Bachelors Degree,57
Language & Linguistics,Comparative Literature,2013,Bachelors Degree,74
Language & Linguistics,Chinese Language & Literature,2013,Bachelors Degree,24
Language & Linguistics,Japanese Language & Literature,2013,Bachelors Degree,0
Language & Linguistics,"General Slavic Languages, Literatures, & Linguistics",2013,Bachelors Degree,14
Language & Linguistics,Russian Language & Literature,2013,Bachelors Degree,14
Language & Linguistics,German Language & Literature,2013,Bachelors Degree,15
Language & Linguistics,"Other Germanic Languages, Literatures, & Linguistics",2013,Bachelors Degree,0
Language & Linguistics,"General Romance Languages, Literatures, & Linguistics",2013,Bachelors Degree,30
Language & Linguistics,French Language & Literature,2013,Bachelors Degree,134
Language & Linguistics,Italian Language & Literature,2013,Bachelors Degree,44
Language & Linguistics,Portuguese Language & Literature,2013,Bachelors Degree,4
Language & Linguistics,Spanish Language & Literature,2013,Bachelors Degree,215
Language & Linguistics,Hebrew Language & Literature,2013,Bachelors Degree,43
Language & Linguistics,"Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics",2013,Bachelors Degree,25
Language & Linguistics,"General Classical Language, Literature, & Linguistics",2013,Bachelors Degree,43
Language & Linguistics,Ancient/Classical Greek Language & Literature,2013,Bachelors Degree,0
Language & Linguistics,Latin Language & Literature,2013,Bachelors Degree,1
Language & Linguistics,"Other Foreign Languages, Literatures, & Linguistics",2013,Bachelors Degree,15
Human Sciences,General Family & Consumer Sciences,2013,Bachelors Degree,72
Human Sciences,"General Food, Nutrition, & Wellness Studies",2013,Bachelors Degree,68
Human Sciences,Facilities Planning & Management,2013,Bachelors Degree,31
Human Sciences,General Human Development & Family Studies,2013,Bachelors Degree,11
Human Sciences,Apparel & Textile Manufacture,2013,Bachelors Degree,66
Legal,General Legal Studies,2013,Bachelors Degree,191
Legal,Pre-Law Studies,2013,Bachelors Degree,6
Legal,Paralegal,2013,Bachelors Degree,50
Legal,Other Legal Professions & Studies,2013,Bachelors Degree,7
English,General English Language & Literature,2013,Bachelors Degree,1591
English,Creative Writing,2013,Bachelors Degree,98
English,"Professional, Technical, Business, & Scientific Writing",2013,Bachelors Degree,12
English,Rhetoric & Composition,2013,Bachelors Degree,88
English,General Literature,2013,Bachelors Degree,74
English,British & Commonwealth English Literature,2013,Bachelors Degree,201
English,Other Literature,2013,Bachelors Degree,0
Liberal Arts & Humanities,Liberal Arts & Sciences,2013,Bachelors Degree,1497
Liberal Arts & Humanities,General Studies,2013,Bachelors Degree,3
Liberal Arts & Humanities,Humanistic Studies,2013,Bachelors Degree,123
Liberal Arts & Humanities,"Other Liberal Arts & Sciences, General Studies, & Humanities",2013,Bachelors Degree,37
Biology,General Biological Sciences,2013,Bachelors Degree,1300
Biology,General Biomedical Sciences,2013,Bachelors Degree,55
Biology,Biochemistry,2013,Bachelors Degree,77
Biology,Biophysics,2013,Bachelors Degree,5
Biology,Molecular Biology,2013,Bachelors Degree,4
Biology,General Microbiology,2013,Bachelors Degree,10
Biology,Pharmacology,2013,Bachelors Degree,7
Biology,Toxicology,2013,Bachelors Degree,14
Biology,Biotechnology,2013,Bachelors Degree,9
Biology,Ecology,2013,Bachelors Degree,53
Biology,Environmental Biology,2013,Bachelors Degree,2
Biology,Neuroscience,2013,Bachelors Degree,123
Biology,Other Neurobiology & Neurosciences,2013,Bachelors Degree,0
Biology,Other Biological & Biomedical Sciences,2013,Bachelors Degree,0
Math & Statistics,General Mathematics,2013,Bachelors Degree,497
Math & Statistics,Other Mathematics,2013,Bachelors Degree,0
Math & Statistics,General Applied Mathematics,2013,Bachelors Degree,67
Math & Statistics,Computational & Applied Mathematics,2013,Bachelors Degree,4
